ra,dec,apflux_r_0.5arcsec,apflux_r_0.75arcsec,apflux_r_1.0arcsec,apflux_r_1.5arcsec,apflux_r_2.0arcsec,apflux_r_3.5arcsec,apflux_r_5.0arcsec
22.24906853,-73.71910984,7.7133,12.7597,16.1939,19.5581,22.6569,29.7599,31.5796
22.24931026,-73.71892557,4.5002,8.8049,13.1813,18.8297,22.8055,29.6426,31.0554
22.24940088,-22.04731364,12.0136,20.1198,25.7765,31.3247,33.4306,35.185,35.8653
22.26044751,2.452422326,8.8545,18.7833,30.1683,46.4928,52.5298,56.1414,56.9998
22.26057141,2.452294723,19.8193,33.2542,42.474,50.948,53.8755,56.1952,57.0532
22.26059748,-51.94612602,14.408,26.4764,37.0289,49.2515,53.9386,57.3697,58.3005
22.2608133,-51.94597485,13.5139,25.0628,35.7833,49.1675,54.0184,57.3381,58.2913
22.26232255,-4.174540936,9.3515,15.6191,19.9536,24.2411,25.975,27.5886,28.4337
22.2665333,-69.66233542,2.6668,5.3916,8.5658,13.6851,15.8989,17.4584,18.3361
22.26684619,-69.66249902,5.1597,9.098,12.088,15.1948,16.4267,17.5019,18.2969
22.26812848,-27.65125957,58.267,97.82,125.8381,153.8064,164.5452,173.5953,176.2623
22.26944932,-29.27951562,51.0776,84.0647,105.3558,123.4789,129.5731,134.5588,136.0571
22.27885162,-3.958603956,54.28,95.2788,128.0463,164.5843,179.0835,191.8373,195.3169
22.2792954,1.530902349,42.6231,72.1486,93.0368,112.8054,119.5784,124.6973,125.9594
22.28317844,-4.772798035,4.1459,7.2163,9.7565,12.7384,13.8883,14.8821,15.489
22.28329721,-44.1905216,7.8735,13.6843,18.2211,23.0506,24.7909,26.2953,27.054
22.28336388,-4.772821527,3.9584,7.316,10.1018,12.9727,13.9835,14.9008,15.452
22.28353182,-44.19047906,6.8374,12.7229,17.8055,23.0766,24.7997,26.2199,27.1767
22.28714587,3.660874983,33.4007,57.5609,74.6411,89.7325,94.8523,99.3586,100.64
22.28766575,3.918712771,12.9364,24.1641,34.6884,48.4614,54.128,58.4671,60.2078
22.2877709,3.91858158,16.1395,29.3211,39.9509,50.8338,54.9962,58.5604,60.1871
22.29450068,-47.94037768,24.2816,45.4471,65.332,93.0909,106.4835,117.0491,119.9407
22.29819597,-81.4354753,12.4883,23.245,32.631,43.3006,47.53,51.0459,52.1411
22.29851909,-81.43532384,11.1927,21.2464,30.5885,42.4339,47.2737,51.0117,52.1499
22.30315382,2.201591525,12.7361,21.7604,28.6128,35.7096,38.1539,39.9478,40.716
22.3032085,2.201431494,11.962,21.5764,29.017,35.9786,38.2646,39.9467,40.7113
22.31353531,2.799320612,29.145,50.2812,66.4611,82.926,89.0389,96.088,98.1621
22.32125986,-59.01270359,73.9119,121.6281,152.7189,178.2347,186.1657,192.4704,194.1824
22.32487966,-10.09069508,5.2788,9.073,12.0039,15.1921,16.4353,17.7897,19.1952
22.34742273,6.081676223,13.3695,24.77,34.9602,48.0173,53.341,57.494,58.6553
22.35977105,3.442369357,2.9026,5.3075,7.3284,9.4903,10.3019,11.0211,11.7431
22.35984486,3.442527112,3.0974,5.4545,7.388,9.5044,10.268,10.9853,11.6887
22.37768985,4.36101575,9.4424,16.3014,21.4216,26.7688,28.9082,30.8966,31.668
22.37835171,-46.36783388,3.7559,6.8071,9.4944,12.7936,14.0463,15.1598,16.028
22.37859214,-46.36791425,4.0965,7.4588,10.2337,13.1504,14.1989,15.1374,16.239
22.38049977,-15.86763601,3.8796,7.3607,10.9417,15.8279,17.6508,19.0728,19.8014
22.3806909,-15.86768311,6.1604,10.5532,13.8054,16.9156,17.997,19.0813,19.8494
22.38372165,-77.87767598,18.4083,33.3354,45.5711,58.6232,63.4247,67.2708,70.4613
22.39370989,0.120205676,11.1412,19.7133,26.5306,33.803,36.6335,39.2376,40.069
22.3937723,0.120379472,7.1647,14.2836,21.6703,31.8223,35.9263,39.1296,40.0727
22.40397565,-21.85951564,26.4803,44.0825,56.2951,68.3853,73.0561,77.3285,78.9407
22.40578514,-47.95087467,7.4102,14.1436,20.4567,28.5392,32.0807,34.9429,35.9522
22.40588545,-47.95072263,8.3486,15.4007,21.588,29.0932,32.296,34.9905,35.9509
22.41056707,5.724563043,10.2507,19.889,29.1806,41.01,45.6234,48.5207,49.9711
22.41065322,5.724757706,13.146,23.8426,32.6417,42.305,45.7959,48.5136,49.9163
22.41692606,-71.25226606,40.4699,65.6948,81.3958,94.3199,99.0457,103.5313,105.7189
22.42985641,-10.72702618,5.8626,9.8306,12.5292,14.8223,15.5501,16.5448,17.4419
22.42986014,-10.72685818,3.9567,7.4557,10.72,14.2949,15.3893,16.5138,17.5325
22.43427711,-64.88613734,7.8406,16.2368,25.1153,36.74,41.1286,44.3212,45.205
22.43449508,-34.49070259,12.9712,22.5262,29.6932,36.6972,39.1973,41.2881,42.1273
22.43458924,-34.49089597,10.289,19.4558,27.5089,36.1169,39.0951,41.2561,42.1407
22.43464963,-64.88605148,14.6363,24.9613,32.2893,39.3314,42.0419,44.4274,45.1897
22.44161699,-68.31194193,6.0116,12.1828,18.6184,27.5815,31.4515,34.4287,35.3157
22.4418557,-68.31175677,8.7473,16.029,22.2082,29.1498,32.0165,34.4179,35.2353
22.4514783,-76.53110416,3.0647,5.2742,7.0645,9.3917,10.369,11.4023,12.5524
22.45174819,-7.652007832,7.2817,12.4793,16.4862,20.9009,22.5136,24.0153,25.2706
22.45194386,-7.652012869,5.9687,11.2262,15.7483,20.6789,22.3564,24.013,25.3955
22.45240729,-76.53109132,3.0776,5.2203,7.009,9.4032,10.3486,11.3905,12.5574
22.45243712,-71.25918647,16.1876,26.58,33.7025,40.3064,42.6704,45.0589,46.4039
22.45258169,-71.25897535,7.8299,15.491,24.5115,37.8115,42.0373,45.0539,46.4102
22.45271508,8.034357159,4.7512,10.0552,16.2832,26.9256,32.5183,37.2557,38.8308
22.45281144,8.034167917,9.0906,16.621,22.985,30.6315,34.216,37.3959,38.7908
22.46220875,-9.711158695,11.3124,18.7558,23.6999,28.1466,29.7172,31.1085,31.8958
22.46221448,-9.710991434,6.0301,12.2812,18.6483,26.4476,29.1515,31.0756,31.946
22.46258663,-40.52558006,4.7107,9.1888,13.7809,20.1862,22.8676,24.7544,25.4131
22.46270325,-40.52572675,7.1965,12.7378,17.0603,21.6239,23.3064,24.7271,25.3977
22.4637493,-14.01732827,17.4736,28.0767,34.7691,40.7314,42.6961,44.1838,44.8411
22.46697138,-52.9934239,3.7374,6.5261,8.6771,10.8298,11.5798,12.3924,13.1255
22.46730134,-52.99335786,2.8841,5.4862,7.8661,10.5605,11.4788,12.36,13.0207
22.46928404,7.173184867,18.6095,34.9332,48.9148,67.3212,74.2244,78.403,80.7255
22.47590119,-15.88644096,15.3643,25.5454,32.5888,39.1876,41.5114,43.3733,44.2401
22.47596694,-81.03346258,6.7862,13.1436,19.3367,27.6829,31.32,34.1511,35.7392
22.47687695,-81.0333821,7.6082,14.3315,20.4494,28.071,31.3461,34.1249,35.7495
22.47759869,0.64140335,52.8475,95.0072,129.1927,166.7065,182.4317,196.8518,201.7972
22.48067659,-62.18988517,3.9803,7.0228,9.6262,12.802,13.9585,14.9246,15.5809
22.48100172,-62.18999407,4.2678,7.7254,10.4501,13.1058,14.0886,14.9377,15.6249
22.48325767,-50.11089848,10.7279,18.9129,25.1863,31.6205,34.0385,35.9636,36.6049
22.48539689,7.271759438,6.9243,13.8646,21.0261,30.898,35.1612,38.8838,40.6867
22.48550272,7.271901377,9.9537,18.1359,24.9917,32.7116,35.9162,38.9198,40.5868
22.48624591,-30.71027314,32.4777,55.9725,73.0465,88.9701,94.3115,98.4838,99.7469
22.48812481,-54.0881363,4.5047,8.0453,11.0693,14.4731,15.6702,16.5449,17.1963
22.48841558,-54.08815958,5.2271,9.1933,12.1773,14.9378,15.7775,16.5876,17.1981
22.49426852,-27.17649131,13.7929,23.3025,29.9821,36.1932,38.4165,40.2487,40.9708
22.49805709,6.804536072,12.5354,22.1455,29.8812,38.4098,41.8008,44.7108,46.4514
22.49822193,6.804516383,10.7402,20.0921,28.3685,37.9141,41.6229,44.6932,46.5461
22.50356684,1.463745351,20.094,33.9272,43.5833,52.6872,55.9214,58.532,59.5038
22.50357045,3.714390144,11.8265,20.7789,27.6306,34.4834,37.1165,39.3813,40.2881
22.50368004,3.714529816,8.1478,15.8324,23.299,32.8363,36.5606,39.3371,40.2854
22.50436126,-38.41626121,70.0607,120.3598,157.5736,193.5357,206.0405,216.4138,219.0687
22.50964211,5.083204115,16.2069,30.2609,42.7991,58.1909,64.8324,70.2687,72.1475
22.50966168,5.083367196,14.3527,27.2683,39.5948,56.4819,64.0577,70.1291,72.0719
22.51335088,-48.86731401,37.2776,65.2988,86.763,108.4203,116.7936,124.0557,126.4623
22.51416715,7.633051527,27.455,51.652,74.0075,102.8838,116.5261,128.9452,132.0301
22.51612629,-77.06538717,18.4521,32.9635,44.454,56.1264,60.4394,63.9902,65.0983
22.51614612,-77.0651925,9.4538,19.9024,32.0524,51.0081,58.8493,63.8888,65.1062
22.5213643,-3.421811261,67.4042,118.678,157.9275,197.2021,212.0563,224.7054,227.6898
22.52160233,-66.48733694,34.8356,56.9764,71.352,83.1734,86.9871,90.2709,92.5325
22.52268605,-39.8705966,5.8776,10.6738,14.8824,20.9735,28.1793,53.0969,55.9959
22.52290791,-39.87056762,5.7896,11.021,16.2106,26.656,39.5293,54.3694,56.1262
22.52368601,-17.69780338,10.4154,18.0396,23.5958,29.1373,31.2639,33.0559,33.8126
22.52904255,-25.4437751,37.2522,65.5335,87.3097,109.202,117.354,125.288,131.9436
22.52946625,-28.50231755,42.4986,67.5129,83.3649,97.4187,102.5167,106.8001,108.1293
22.53271532,-54.82671316,3.2925,6.0952,8.8433,12.8696,14.4282,15.5324,16.2464
22.53282046,-54.82691486,4.3753,7.8331,10.6394,13.6066,14.64,15.549,16.1992
22.53516389,1.053018128,44.4027,74.8665,95.8455,115.2752,122.4447,128.3685,129.9457
22.53764687,-54.86674392,14.0907,23.3392,29.4692,34.998,37.0918,38.9099,39.9717
22.54495614,-22.96760758,26.9195,46.7385,61.3977,75.9322,81.5253,86.2748,87.6261
22.55403743,-4.854104891,15.3424,25.6159,32.6032,39.0645,41.4646,43.6336,44.5318
22.55418418,-63.46294318,19.5608,33.478,43.7224,54.075,58.12,61.9196,63.2433
22.55590373,-71.14115509,8.4362,13.6491,17.0422,20.0699,21.1721,22.5494,23.5102
22.55630209,-71.141273,7.4379,12.9433,16.752,19.9905,21.1544,22.597,23.4505
22.55826211,-14.42138735,33.0493,52.9392,64.966,74.561,77.7139,80.3028,81.2441
22.560592,-34.34113593,39.799,66.8432,85.4156,102.7197,109.2053,114.7485,116.209
22.56159084,-28.63603877,43.731,72.5596,91.5589,108.4769,114.6396,120.3623,121.8878
22.56407793,-14.73493594,54.0531,90.7811,115.8709,137.0522,143.5654,148.4806,149.8958
22.56409403,-10.88226989,67.2628,108.8037,135.0634,157.1972,164.5389,170.7065,172.8612
22.56532828,7.066501159,9.6,17.8791,25.4029,35.0534,39.471,43.3877,44.6575
22.56552274,7.066448927,8.6806,16.6806,24.4003,34.6837,39.3635,43.353,44.638
22.5714429,-40.11715094,3.4528,6.5793,9.513,13.1462,14.6025,15.7746,16.4281
22.5716284,-40.11707318,4.5563,8.0534,10.7965,13.6963,14.7666,15.7852,16.4575
22.57222491,-40.7438782,19.9045,33.732,43.7201,53.3617,56.9222,60.0264,61.1613
22.57298654,-40.57249915,8.2238,15.2111,21.0883,27.2484,29.5473,32.1436,33.3763
22.5729925,-40.57233234,9.2383,16.0844,21.4902,27.387,29.576,32.058,33.3746
22.57537573,-58.03392613,62.1242,104.2612,132.4702,157.3195,166.0457,173.2314,175.1421
22.57834427,-58.37793412,14.0179,24.6378,32.5898,39.6355,41.7296,43.1948,43.9116
22.57844731,-58.3777696,13.0983,22.9862,31.0782,39.2944,41.6291,43.1855,43.8376
22.57875241,-2.797374228,15.7709,27.8583,37.2471,46.9002,50.5883,54.1387,57.8276
22.57921751,-34.68023271,7.4197,12.0592,15.0643,17.6991,18.6733,19.8437,20.9384
22.58180604,-53.67199537,5.445,9.952,13.6684,17.5792,18.9154,20.0005,20.8391
22.58200644,-53.67189971,5.8051,10.3593,14.0243,17.6599,18.9098,20.0026,20.9542
22.58373356,-26.68328787,10.0158,17.2986,22.878,28.6759,30.7476,32.3777,33.0958
22.58386032,-26.68339005,10.306,17.9877,23.589,28.9237,30.8227,32.3851,33.1012
22.58439349,-3.974739415,15.3085,25.7129,32.913,39.6174,42.0001,44.0976,45.0658
22.58610007,-22.33345953,16.4412,30.2162,42.4615,57.8572,64.0739,68.7191,70.2175
22.58630264,-22.33345287,16.1299,30.3582,43.1759,58.4813,64.3534,68.7315,70.2469
22.58827081,-43.7478599,63.1431,109.6119,144.4069,180.3155,193.627,204.2236,206.7538
22.59146498,-78.82740523,26.737,46.9077,62.7684,79.4566,85.5396,89.9616,91.3832
22.59509279,-10.92205552,13.6417,24.3436,34.656,49.3327,54.9544,58.3299,59.7803
22.59516485,-10.92225912,17.8625,31.7382,42.7259,52.9424,56.0372,58.3317,59.8386
22.59525235,-11.84162607,37.3987,61.3445,75.9081,86.978,90.3286,93.0309,94.6716
22.59714077,2.349986472,22.7724,37.3769,46.7113,54.8422,57.648,60.0449,61.0229
22.59787146,-22.33011932,7.5141,13.1906,17.7696,23.0488,25.3377,27.3579,28.8197
22.59867867,-64.91054861,16.9584,28.8011,37.2693,45.4515,48.5222,51.0439,51.9238
22.59933778,-53.98232801,63.8095,107.6805,138.0236,165.5827,174.9506,182.612,184.7778
22.60119283,-17.88148815,4.6809,8.3274,11.5356,15.6245,17.2472,18.7902,19.7629
22.60138558,-17.88155856,4.9636,9.041,12.4411,16.0847,17.4698,18.7913,19.6596
22.60539913,-17.25730662,5.8599,9.9342,12.845,15.7116,16.8446,17.9288,19.1917
22.60695246,-1.496381713,37.9154,64.8043,84.5203,104.2696,112.1923,119.1145,120.6326
22.6073584,-50.77489486,11.6555,20.5888,27.6311,35.1178,38.0769,40.4007,41.2629
22.60774317,-58.54149155,21.5101,36.4111,46.6575,55.3545,57.9349,60.0847,60.8993
22.60793324,-58.54138302,18.5946,33.5177,45.092,55.0061,57.8311,60.0526,60.8345
22.60868144,-77.8293091,32.7248,57.8977,78.0266,99.4917,107.3288,113.3692,115.1766
22.61171591,-37.77120418,16.9644,28.5336,36.5124,44.2227,47.288,49.9923,50.8731
22.61229642,-16.55220979,6.3523,13.8042,22.5147,34.6638,38.9282,41.6226,42.4547
22.61247029,-16.55229068,16.1837,26.3142,32.6012,38.0173,39.9436,41.6497,42.4458
22.61307933,-38.46808202,3.1393,5.3121,6.9071,8.5453,9.2646,10.1891,11.729
22.61727005,-27.11956709,9.1035,17.7277,26.9939,40.0149,44.49,47.2954,48.0638
22.61736001,-27.11973402,16.1673,27.7263,35.7453,42.8153,45.2309,47.3599,48.0565
22.61942204,-1.395008201,49.4329,84.5921,109.3724,132.6037,141.3597,148.8271,150.9138
22.6223925,-63.48759835,21.1659,36.3491,47.4714,58.5294,62.7867,66.5358,67.7454
22.62478824,-20.24190258,12.9132,22.3456,29.6833,37.6342,41.0817,48.5521,50.2036
22.62494946,-20.24191212,12.1522,21.8328,29.5933,38.006,42.448,48.9361,50.1547
22.6249992,-12.60726572,26.4676,42.1841,51.8031,59.707,62.2904,64.5248,65.7604
22.62917793,-0.117169036,11.8111,20.5097,26.8755,33.09,35.4634,37.5966,38.4621
22.63327019,-35.31725622,3.439,5.9076,7.8259,9.829,10.5257,11.316,12.1834
22.63777808,-42.06376374,13.4117,23.1853,30.511,37.8612,40.5233,42.7777,43.6236
22.64096018,-65.54218363,48.4974,82.4046,106.9625,131.8173,141.7616,150.8642,153.2893
22.64417759,-79.74318118,1.6703,3.1129,4.4335,6.1367,6.8995,7.6856,8.4576
22.64429004,-51.72717765,3.0793,5.5724,7.8357,10.6595,11.7115,12.7896,13.5599
22.64461116,-51.72718012,3.5045,6.3466,8.6771,11.0323,11.8075,12.6306,13.5145
22.6454003,-46.37206596,22.2587,38.0087,49.4916,60.6527,64.669,67.7969,68.7287
22.64689381,-29.84109345,14.6965,24.5045,31.171,37.257,39.4771,41.3354,42.1281
22.64690057,-29.84093654,9.0229,17.7879,26.1043,35.7007,39.0026,41.2876,42.1048
22.64748666,-17.87462079,12.5514,22.0702,29.6416,38.194,41.5908,44.5116,45.7468
22.6476625,-17.87450926,8.3191,16.7202,25.4007,36.7458,41.1374,44.4496,45.7515
22.64798888,-76.18798984,7.5569,14.0305,19.8399,27.3222,30.6004,33.3662,34.7147
22.64873723,-76.18806262,7.1922,13.7536,19.8523,27.4711,30.6825,33.4282,34.813
22.65148913,-54.81659888,1.8473,3.4484,4.8708,6.4467,7.083,7.8292,8.6697
22.65161809,-59.91316657,21.0266,34.6436,43.5132,51.2001,53.8806,56.2151,57.1063
22.65980545,-36.89041372,8.6231,15.2907,20.6509,26.8117,29.4482,31.7155,32.5925
22.66290729,-64.32478342,23.8644,42.0524,55.9409,69.209,74.0467,78.0575,79.2998
22.66594406,-9.681058495,35.8745,58.6402,73.785,88.0767,93.1079,97.2681,98.6479
22.67295525,-70.76288479,32.4536,51.8474,63.9511,74.9963,79.351,83.6142,85.5541
22.67358598,-63.07802198,32.5909,54.6433,70.209,85.7584,91.6108,96.4147,97.789
22.67500996,-7.674991502,7.0397,13.383,19.5263,28.212,32.1938,35.3946,36.9011
22.67517591,-53.62834413,25.6931,44.1402,57.3636,69.4924,73.6314,76.8873,77.815
22.67518797,-7.675038335,8.8148,16.0268,22.1438,29.2441,32.3641,35.4348,36.8634
22.68203331,-22.19664332,3.5388,7.0796,11.0324,17.6478,20.8483,23.1899,24.0074
22.68218955,-22.19679131,5.8146,10.7063,14.8704,19.6606,21.5799,23.2375,24.0517
22.6824236,-24.07012396,41.0861,68.9491,88.5189,106.9569,113.2477,118.1105,119.382
22.68276952,-3.362872944,8.0513,15.2582,22.0159,30.2976,33.4292,35.7866,36.5873
22.68754894,-40.67028068,12.2634,21.4841,28.5445,35.96,38.8981,41.4059,42.303
22.68853661,-83.52151181,5.254,11.4799,19.1485,32.1408,37.9853,42.0217,43.1003
22.6891469,-24.47069134,9.0943,15.6751,20.6921,26.2845,28.6076,30.5006,31.2833
22.68938203,-83.52170047,12.4946,22.0443,29.2998,36.6392,39.5596,42.0959,42.9207
22.69269835,-66.55433487,9.3805,15.2805,19.0194,22.1419,23.2212,24.6046,26.3199
22.69383439,-31.53294883,39.2329,66.6935,86.3981,104.9764,111.3136,116.5206,117.939
22.69556783,-45.49669108,27.7312,46.8462,60.0423,72.4412,77.0453,81.0953,82.392
22.69622464,-53.20062667,7.2976,12.5386,16.3382,20.0394,21.5439,22.7382,23.6614
22.696263,-53.20046031,5.2201,9.8447,14.1746,19.3249,21.2621,22.733,23.5079
22.70244575,-46.42662114,8.3175,14.9539,20.426,26.2769,28.3813,29.9662,30.7654
22.70260525,-47.88910109,73.1059,124.0465,159.7545,192.8031,204.2988,213.2633,215.4076
22.70261564,-46.42648273,6.9196,13.1004,18.852,25.767,28.2837,29.9735,30.7324
22.70696073,-3.738483931,9.1799,16.0033,21.3231,26.9725,29.1408,31.0371,32.3394
22.70703185,-3.738297469,5.0554,10.3611,16.2189,24.8343,28.3976,30.9123,32.2908
22.7121313,-22.53817934,1.7553,3.5011,5.4733,8.7201,10.2084,11.2079,11.7131
22.71226408,-22.53834724,3.2854,5.8034,7.7774,9.8,10.5278,11.2238,11.6569
22.71286165,-62.14476058,15.749,27.3323,36.0553,44.6283,47.7846,50.6084,51.6542
22.71322167,-62.14474024,13.718,25.1209,34.5622,44.2634,47.676,50.5976,51.6359
22.71485845,-68.34979533,3.6617,6.8712,9.9614,14.1555,15.9575,17.4349,18.2586
22.71524261,-68.34987764,4.741,8.5334,11.5997,14.9021,16.1801,17.3939,18.2065
22.72979102,3.215745374,6.2856,11.2552,15.6285,21.4037,23.7056,25.5064,26.5463
22.72992165,3.215577133,6.3627,11.9288,16.8139,22.0979,23.9197,25.5841,26.5435
22.73287459,-41.73512622,30.3387,53.7102,72.1131,91.517,99.2048,105.5412,107.1108
22.73867502,-14.03872655,5.5398,10.9684,16.6834,23.8122,26.1427,27.6285,28.8942
22.73879451,-14.03885229,10.3609,17.1257,21.4969,25.2012,26.4713,27.647,28.8859
22.74178409,-0.546744654,3.218,5.8471,8.1396,10.8612,11.9594,12.9703,13.5345
22.74186439,-0.546868054,3.8318,6.7334,8.9316,11.1954,12.1109,12.9865,13.5218
22.74764328,-10.60344303,8.7468,18.3058,29.2597,44.7354,50.2491,53.9051,55.1667
22.74781477,-10.60350489,19.1123,31.9659,40.7249,48.6366,51.4568,54.0035,55.2605
22.75634625,3.174310455,26.7588,45.6496,59.0814,71.6428,76.0808,79.6586,80.8259
22.76215159,-37.6427119,43.463,70.6815,88.7006,106.1346,112.2912,116.9496,118.1751
22.7627851,-37.23206877,77.9135,131.5763,169.9757,208.318,222.5613,234.1804,237.1007
22.76521441,-46.07981729,8.1397,16.9104,26.0817,37.7902,41.9794,45.1029,47.2724
22.76523181,-46.0799711,14.9104,25.3825,32.8992,40.0954,42.7019,45.2022,47.7625
22.76791524,-4.13839466,5.3451,10.3716,15.3485,21.6784,24.0623,25.8804,26.6428
22.76803114,-4.138500542,8.5137,14.5747,18.9059,22.992,24.4846,25.9746,26.743
22.77035825,-39.36725173,2.9092,5.2019,7.236,9.9951,11.1535,12.0812,12.6355
22.77046909,-39.36744741,2.9817,5.567,7.8232,10.3413,11.2524,12.0639,12.6771
22.77090786,-39.94151208,11.3528,20.0785,26.9155,33.9179,36.4885,38.5497,39.2748
22.77100655,-39.94136177,9.1063,17.1738,24.5844,33.2631,36.2834,38.5056,39.2727
22.77121448,-34.2415515,18.0296,29.9639,38.071,45.7206,48.6217,51.2012,52.1589
22.77244921,-41.88638876,29.7854,49.9444,63.6795,76.4822,81.3427,85.6892,87.0224
22.77342279,-13.42732034,16.8491,28.7622,37.9556,47.492,50.55,52.5742,53.2916
22.77360367,-13.42731524,15.7357,28.5311,38.5187,47.7953,50.6335,52.5918,53.3332
22.77462472,-27.67280296,9.3106,15.6183,20.0818,24.2212,25.6337,26.8311,27.4843
22.77755674,-41.46215691,13.5211,25.5521,36.9707,51.9817,58.2361,63.1321,64.4853
22.77778862,-41.46218204,16.8332,30.4299,41.6976,54.1582,59.1087,63.199,64.3803
22.77846064,-59.27030833,14.5093,23.6688,29.5187,34.5721,36.2981,37.8591,38.6348
22.78627971,-70.88030529,23.9913,42.2949,58.5677,79.4841,87.1228,92.5885,93.9345
22.78692567,-38.28699126,55.2656,94.2079,122.879,150.501,160.1234,168.2004,170.4575
22.78763198,-41.21480041,22.4907,40.7192,55.996,73.4216,80.6592,96.3358,107.8686
22.7882666,6.025397612,12.3415,23.6536,34.3175,46.6578,51.5262,55.4011,56.8506
22.79204602,-46.31509437,24.4433,41.6174,53.826,65.3539,69.4454,72.8159,73.9175
22.79471285,6.865397298,16.5332,30.7802,43.4583,59.2727,66.4615,73.0635,75.0464
22.79503714,-0.952327549,6.9035,14.4582,22.768,33.5499,37.1154,39.4929,40.6015
22.7951162,-0.952477889,14.3592,23.9168,30.3306,35.9193,37.8626,39.5872,40.6391
22.79588297,-76.59220012,11.8678,21.2489,28.6477,36.527,39.7743,43.1506,44.6528
22.79971837,-36.13664317,5.6122,9.9516,13.5108,17.1514,18.4275,19.6307,20.2038
22.79990092,-36.13659123,6.0798,10.6083,14.0381,17.3451,18.4886,19.6455,20.2209
22.80213921,-8.083302177,57.6174,100.5487,132.7012,164.0636,175.2789,184.3281,186.8419
22.80396538,-5.941100936,18.7561,32.4006,42.4727,52.2225,55.7663,58.8872,60.3344
22.80405883,-41.58051797,12.4905,21.4238,27.9659,34.7281,37.4015,39.7304,40.6557
22.8040594,-55.50652054,17.33,29.726,38.4928,46.4491,49.3001,52.2717,56.6092
22.80442074,-8.088513433,52.2185,91.0072,120.9469,150.9256,161.8441,170.2932,172.4237
22.80566626,-3.232986446,25.7232,44.4961,58.439,72.6008,78.1396,82.9063,84.1064
22.80984492,-54.95419754,6.1074,10.9537,14.7897,18.6422,19.9482,21.205,22.0697
22.8098938,-54.95404848,5.8748,10.5281,14.3798,18.4723,19.9487,21.2261,22.0812
22.81208273,-14.06545214,30.9317,52.0684,68.1932,85.4966,91.2714,95.3532,96.9199
22.81981589,-8.228053861,3.8786,6.917,9.3628,11.9402,12.8948,13.8635,14.5687
22.8198831,-8.228253796,3.4935,6.5173,9.1315,11.9379,12.9207,13.8733,14.6179
22.82025175,-1.377696158,9.258,16.0449,21.2348,26.7661,28.9666,30.8575,31.528
22.82208401,-43.20562112,7.1296,12.2291,15.9608,19.6353,21.0045,22.221,23.305
22.82754788,-29.38905715,3.6754,6.4561,8.7805,11.4635,12.34,13.2844,14.0844
22.82763696,-29.38920645,4.1113,7.2422,9.5769,11.7158,12.4488,13.2704,14.0804
22.82891936,-10.35830525,32.2883,53.8133,68.2831,81.0979,85.397,89.0082,90.381
22.82896107,-64.10073048,10.0456,18.032,24.517,31.2437,33.6447,35.5679,36.149
22.82903277,-64.10056868,9.7906,17.513,23.9542,31.0994,33.6412,35.574,36.2231
22.83192343,-14.24944753,13.1929,21.2527,26.1516,30.2543,31.6316,32.8753,34.2883
22.8340726,-74.44005773,15.5379,25.7109,33.302,41.8098,44.4457,46.4401,47.3358
22.83465693,-74.44020092,12.9306,24.2974,33.651,42.1457,44.5971,46.4458,47.2932
22.8379264,-50.71060444,35.2928,63.0318,85.3011,109.648,119.4085,127.6839,129.6657
22.84035162,-49.38705925,5.1814,9.7663,14.1765,20.2491,22.7664,24.6992,25.4822
22.84065685,-49.38701867,6.1643,11.3485,15.8633,21.0596,23.0576,24.7438,25.4574
22.84296724,-13.61565604,9.5805,16.2504,20.917,25.0639,26.4177,27.5844,28.2542
22.84311288,-13.61574077,9.6759,16.4675,21.1121,25.0801,26.4057,27.608,28.2886
22.84928486,1.959236131,24.0947,42.0063,55.2378,67.5959,71.7617,75.1277,76.4897
22.85121147,-49.47938516,44.7355,78.8022,104.4966,129.6306,139.3287,148.3327,151.6287
22.85232764,-3.690407419,21.744,38.9115,53.059,68.8165,74.9835,79.9215,81.383
22.85297857,-27.70188093,7.7117,15.1739,23.9252,38.7631,44.9143,48.5709,49.533
22.85309294,-27.70207065,15.9569,27.3521,35.6262,43.4403,46.2626,48.7466,49.6283
22.85912335,-12.19855734,12.8492,20.2711,24.5522,27.8771,28.9127,29.9049,30.7125
22.86068516,-4.358789603,15.3872,26.1221,33.7388,41.182,44.0972,46.7125,47.601
22.86331767,-57.9826924,8.8833,15.6154,21.7063,29.8742,32.6385,34.4128,35.2167
22.8636182,1.045181413,43.826,72.1726,91.7539,110.7921,117.7573,123.4428,125.0659
22.8636673,-57.98279227,10.77,19.0361,25.354,31.1739,32.9776,34.4495,35.2278
22.8653359,-62.97088928,12.6451,20.9933,26.6682,32.0312,33.9826,35.8254,36.5352
22.86793229,-57.43844785,7.6448,16.2072,25.7831,39.0951,43.8481,47.0726,48.1885
22.86826193,-57.43845427,16.5452,27.7388,35.3684,42.3983,44.9454,47.2898,48.2372
22.86882471,-39.1914444,27.3368,46.5904,60.517,74.2043,79.4018,83.5498,84.7581
22.87608073,-6.045742388,9.5242,16.056,20.67,25.0072,26.5976,27.9928,28.5787
22.88076383,-53.87611066,2.5004,4.4715,6.1258,7.9177,8.5555,9.1967,9.8562
22.88352074,-7.616230832,32.8043,55.6438,71.8677,87.1903,92.7232,97.232,98.7919
22.88548965,-37.8621963,22.4664,38.6103,50.3329,61.3247,65.3212,68.5703,69.6293
